text,intent,
Actually I felt a jolt and then everything started shaking,emergency,
Actually I had a grand mal seizure please check me,emergency,
Actually I have been vomiting bile please help me,emergency,
Actually I have had a fever above 103 for the last two hours,emergency,
Actually I have rigors with high fever please come fast I need help now.,emergency,
Actually I lost feeling in my right hand suddenly this is urgent.,emergency,
Actually I rolled off the bed please help it is very serious.,emergency,
Actually I see blood in my stool please come immediately,emergency,
Actually I think I am having an allergic reaction I would really appreciate it.,emergency,
Actually I tried to stand and collapsed can you help?,emergency,
Actually I vomited and there are streaks of blood,emergency,
Actually I vomited and there are streaks of blood help me,emergency,
Actually IV pump has malfunctioned and fluid is flowing too fast it is very serious.,emergency,
Actually Kidney stone pain has come back and it is worse,emergency,
Actually My BiPAP machine has stopped working thank you.,emergency,
Actually My body is swelling up please help,emergency,
Actually My breathing has stopped help,emergency,
Actually My chest feels like it is being squeezed is that possible?,emergency,
Actually My chest is so tight I can barely breathe,emergency,
Actually My child has a very high fever please come,emergency,
Actually My head is spinning and I cannot see straight please come,emergency,
Actually My heart feels like it stopped for a second I would really appreciate it.,emergency,
Actually My heart is pounding and I feel faint,emergency,
Actually My heart is racing uncontrollably,emergency,
Actually My heartbeat is very irregular and painful can you help?,emergency,
Actually My legs are jerking uncontrollably please help.,emergency,
Actually My oxygen saturation monitor is showing dangerously low,emergency,
Actually My oxygen supply has been cut off help,emergency,
Actually My oxygen supply has been cut off help please hurry,emergency,
Actually My skin is burning and covered in red patches please do not delay.,emergency,
Actually My throat is closing I cannot get air,emergency,
Actually My vision has gone blurry all of a sudden please help it is very serious.,emergency,
Actually My whole body is trembling and I cannot control it thank you.,emergency,
Actually Nasal bleeding won't stop it has been going on it is very serious.,emergency,
Actually Oxygen nahi mil raha please help at the earliest please.,emergency,
Actually Pain is spreading from my chest to my arm thank you.,emergency,
Actually Romba vali irukku udhavi seyyungal I would really appreciate it.,emergency,
Actually Saans nahi aa raha mujhe,emergency,
Actually Seizure attack please someone come immediately as soon as possible.,emergency,
Actually Severe bleeding from my stomach area thank you.,emergency,
Actually Severe rash and difficulty breathing after the drip started,emergency,
Actually Severe rash and difficulty breathing after the drip started thank you.,emergency,
Actually Somebody please come this cannot wait I need help now.,emergency,
Actually Tez bukhar hai aur body kaamp rahi hai please help.,emergency,
Actually The dialysis machine has stopped please come urgently,emergency,
Actually The pain hit me suddenly and it is unbearable I need help now.,emergency,
Actually The pain is making me scream please help please do not delay.,emergency,
Actually The patient next to me has dangerously high fever,emergency,
Actually The patient next to me has dangerously high fever I would really appreciate it.,emergency,
Actually The suction device failed and I am choking,emergency,
Actually The ventilator has stopped working please come is that possible?,emergency,
Actually There is a crushing pain in my chest please help.,emergency,
Actually There is a stabbing pain in my heart area as soon as possible.,emergency,
Actually This is an emergency do not delay kindly help.,emergency,
Actually Uncontrollable spasms in my body please help is that possible?,emergency,
After the blood transfusion my skin is reacting badly help me,emergency,
After the blood transfusion my skin is reacting badly it is very serious.,emergency,
After the blood transfusion my skin is reacting badly thank you.,emergency,
Air is not going in please someone come I would really appreciate it.,emergency,
Allergic reaction to the antibiotic please come fast,emergency,
Allergic reaction to the antibiotic please come fast thank you.,emergency,
Bachao bachao hospital mein koi hai,emergency,
Bleeding from the incision site please hurry can you help?,emergency,
Blood in my vomit this is serious someone come please,emergency,
Blood is coming from my drain tube area kindly help.,emergency,
Blood is coming from my drain tube area please come quickly.,emergency,
Blood is coming out a lot kindly help.,emergency,
Blood is pooling under my bandage,emergency,
Blood is pooling under my bandage as soon as possible.,emergency,
Blood is pooling under my bandage at the earliest please.,emergency,
Blood is pooling under my bandage this is urgent.,emergency,
Breathing is getting harder and harder please come help me,emergency,
Breathing is very painful right now,emergency,
Breathing is very painful right now please come,emergency,
Breathing machine alarm is going off nonstop kindly help.,emergency,
Breathing machine alarm is going off nonstop please come quickly.,emergency,
Can you hear me? Air is not going in please someone come,emergency,
Can you hear me? Air is not going in please someone come please come quickly.,emergency,
Can you hear me? Bleeding from the incision site please hurry someone come please,emergency,
Can you hear me? Bleeding from the injection site is not stopping at the earliest please.,emergency,
Can you hear me? Blood everywhere please hurry kindly help.,emergency,
Can you hear me? Blood is coming from my drain tube area this is urgent.,emergency,
Can you hear me? Cardiac pain please come immediately as soon as possible.,emergency,
Can you hear me? Chest pain started suddenly while lying down,emergency,
Can you hear me? Chest pain very bad please come now,emergency,
Can you hear me? Chest tightness is increasing rapidly help me,emergency,
Can you hear me? Critical emergency in room please respond,emergency,
Can you hear me? Critical emergency in room please respond thank you.,emergency,
Can you hear me? Critical emergency in room please respond this is urgent.,emergency,
Can you hear me? ECG monitor is showing flat line please come I would really appreciate it.,emergency,
Can you hear me? Heart attack aa help this is urgent.,emergency,
Can you hear me? High fever and convulsions please come fast I would really appreciate it.,emergency,
Can you hear me? I am burning up with very high fever help me,emergency,
Can you hear me? I am choking on something please help I would really appreciate it.,emergency,
Can you hear me? I am convulsing please do not leave me alone please help.,emergency,
Can you hear me? I am drenched in sweat and the fever is very high as soon as possible.,emergency,
Can you hear me? I am dry heaving and cannot stop please help.,emergency,
Can you hear me? I am fitting please hold me and call help thank you.,emergency,
Can you hear me? I am hyperventilating and I cannot stop,emergency,
Can you hear me? I am passing blood in my urine please come,emergency,
Can you hear me? I am projectile vomiting and I feel terrible,emergency,
Can you hear me? I am shaking from the pain it is too much,emergency,
Can you hear me? I am shaking from the pain it is too much is that possible?,emergency,
Can you hear me? I am shivering with high fever please send someone I would really appreciate it.,emergency,
Can you hear me? I am vomiting and feeling extremely dehydrated,emergency,
Can you hear me? I am vomiting blood please come quickly someone come please,emergency,
Can you hear me? I am vomiting uncontrollably please help me,emergency,
Can you hear me? I am wheezing very badly right now,emergency,
Can you hear me? I broke out in hives and I am having trouble breathing,emergency,
Can you hear me? I broke out in hives and I am having trouble breathing I would really appreciate it.,emergency,
Can you hear me? I can't breathe please help me as soon as possible.,emergency,
Can you hear me? I cannot grip anything with my left hand kindly help.,emergency,
Can you hear me? I cannot hold any water down please help me at the earliest please.,emergency,
Can you hear me? I cannot keep my eyes open I am losing consciousness please come,emergency,
Can you hear me? I cannot lie down the chest pain gets worse,emergency,
Can you hear me? I cannot move my left arm or leg can you help?,emergency,
Can you hear me? I cannot move my left arm or leg help me,emergency,
Can you hear me? I cannot move my left arm suddenly please help,emergency,
Can you hear me? I cannot stop shaking and I feel very cold,emergency,
Can you hear me? I cannot stop throwing up please come help me,emergency,
Can you hear me? I cannot walk my leg is not responding,emergency,
Can you hear me? I feel a seizure coming on please help please come quickly.,emergency,
Can you hear me? I feel extremely hot and my temperature keeps rising help me,emergency,
Can you hear me? I feel extremely hot and my temperature keeps rising please come,emergency,
Can you hear me? I feel extremely lightheaded I might pass out help me,emergency,
Can you hear me? I feel like I am drowning I cannot breathe,emergency,
Can you hear me? I feel like my bones are breaking from the pain please do not delay.,emergency,
Can you hear me? I feel like my lungs are being crushed please do not delay.,emergency,
Can you hear me? I feel numbness spreading down one side,emergency,
Can you hear me? I fell and there is a bump on my head kindly help.,emergency,
Can you hear me? I fell backwards and hit my spine kindly help.,emergency,
Can you hear me? I fell backwards and hit my spine please help,emergency,
Can you hear me? I fell off the wheelchair please come quickly.,emergency,
Can you hear me? I have high fever and seizure please come can you help?,emergency,
Can you hear me? I have high fever and seizure please come please come quickly.,emergency,
Can you hear me? I have rigors with high fever please come fast is that possible?,emergency,
Can you hear me? I just fell in the bathroom,emergency,
Can you hear me? I just had an episode where my body went stiff then started shaking it is very serious.,emergency,
Can you hear me? I lost feeling in my right hand suddenly please help,emergency,
Can you hear me? I passed out briefly please check me please come,emergency,
Can you hear me? I pulled out the needle and now it is bleeding everywhere,emergency,
Can you hear me? I slipped near the shower and hit my head,emergency,
Can you hear me? I think I am going into anaphylactic shock can you help?,emergency,
Can you hear me? I threw up and there is blood in it,emergency,
Can you hear me? I threw up and there is blood in it please come,emergency,
Can you hear me? I woke up and I cannot breathe please come quickly.,emergency,
Can you hear me? IV pump has malfunctioned and fluid is flowing too fast please hurry,emergency,
Can you hear me? Life-threatening situation please hurry,emergency,
Can you hear me? My chest is very tight I can't breathe,emergency,
Can you hear me? My child has a very high fever please come,emergency,
Can you hear me? My condition is getting worse by the second I need help now.,emergency,
Can you hear me? My condition is getting worse by the second thank you.,emergency,
Can you hear me? My dressing is completely soaked in blood,emergency,
Can you hear me? My fever has suddenly gone very high can you help?,emergency,
Can you hear me? My heartbeat is very irregular and painful is that possible?,emergency,
Can you hear me? My legs are jerking uncontrollably,emergency,
Can you hear me? My legs are jerking uncontrollably at the earliest please.,emergency,
Can you hear me? My skin is covered in hives and I feel dizzy,emergency,
Can you hear me? My surgical wound has started bleeding heavily,emergency,
Can you hear me? My temperature has spiked to 104 please come can you help?,emergency,
Can you hear me? My throat is swelling I can't swallow I need help now.,emergency,
Can you hear me? My vision is going dark I think I am fainting,emergency,
Can you hear me? My whole body is in severe pain,emergency,
Can you hear me? Please hurry this is very urgent,emergency,
Can you hear me? Please someone come I am in danger,emergency,
Can you hear me? Severe pain in my lower back I cannot move it is very serious.,emergency,
Can you hear me? Somebody help me please this is critical please come quickly.,emergency,
Can you hear me? Somebody please come this cannot wait I need help now.,emergency,
Can you hear me? Tez bukhar hai aur body kaamp rahi hai,emergency,
Can you hear me? The cardiac monitor shows irregular readings please come kindly help.,emergency,
Can you hear me? The fever is making me hallucinate please help,emergency,
Can you hear me? The heart monitor flatlined please check I would really appreciate it.,emergency,
Can you hear me? The infusion pump stopped and my medication is not going in can you help?,emergency,
Can you hear me? The oxygen concentrator is making a strange noise and stopped,emergency,
Can you hear me? The pain is so severe I cannot handle it,emergency,
Can you hear me? The suction device failed and I am choking,emergency,
Can you hear me? The ventilator has stopped working please come please do not delay.,emergency,
Can you hear me? The ventilator tube has come out please help,emergency,
Can you hear me? There are hives spreading all over my chest and neck,emergency,
Can you hear me? There is a crushing pain in my chest,emergency,
Can you hear me? There is blood in my vomit please help,emergency,
Can you hear me? This is not normal something serious is happening,emergency,
Can you hear me? Tremors have started again please come check thank you.,emergency,
Can you hear me? Uncontrollable spasms in my body please help please come quickly.,emergency,
Can you hear me? Worst pain I have ever felt in my life please come,emergency,
Cardiac pain please come immediately,emergency,
Cardiac pain please come immediately thank you.,emergency,
Chest pain is unbearable please help I would really appreciate it.,emergency,
Chest pain started suddenly while lying down,emergency,
Chest pain very bad please come now at the earliest please.,emergency,
Chest pain very bad please come now can you help?,emergency,
Chest pain very bad please come now help me,emergency,
Chest tightness is increasing rapidly,emergency,
Code blue please someone come I would really appreciate it.,emergency,
Code blue please someone come please hurry,emergency,
Constant vomiting and severe stomach pain kindly help.,emergency,
Constant vomiting and severe stomach pain thank you.,emergency,
Convulsion ho gaya hai please jaldi aao as soon as possible.,emergency,
Convulsion ho gaya hai please jaldi aao please do not delay.,emergency,
Critical emergency in room please respond,emergency,
Critical emergency in room please respond I need help now.,emergency,
Critical emergency in room please respond someone come please,emergency,
Dil mein bahut dard please koi aao,emergency,
Dil mein bahut dard please koi aao I would really appreciate it.,emergency,
Dil mein bahut dard please koi aao at the earliest please.,emergency,
Dil mein bahut dard please koi aao it is very serious.,emergency,
Double vision started suddenly please help please do not delay.,emergency,
ECG monitor is showing flat line please come,emergency,
ECG monitor is showing flat line please come as soon as possible.,emergency,
Emergency alarm on my bedside monitor please respond can you help?,emergency,
Emergency alarm on my bedside monitor please respond please help,emergency,
Emergency emergency please someone help me,emergency,
Emergency emergency please someone help me as soon as possible.,emergency,
Emergency emergency please someone help me kindly help.,emergency,
Emergency please the pain is too much,emergency,
Emergency please the pain is too much I need help now.,emergency,
Enakku swaasam varalai help pannga,emergency,
Enakku swaasam varalai help pannga please come,emergency,
Every breath is painful please come fast I would really appreciate it.,emergency,
Every breath is painful please come fast can you help?,emergency,
Every breath is painful please come fast is that possible?,emergency,
Everything is going black at the earliest please.,emergency,
Everything is going black it is very serious.,emergency,
Everything is going black please hurry,emergency,
Everything went black for a moment please check,emergency,
Everything went black for a moment please check can you help?,emergency,
Excruciating pain in my abdomen right now,emergency,
Excruciating pain in my abdomen right now is that possible?,emergency,
Excruciating pain in my abdomen right now please come quickly.,emergency,
Excuse me Air is not going in please someone come thank you.,emergency,
Excuse me Breathing machine alarm is going off nonstop someone come please,emergency,
Excuse me Call the doctor now it is serious kindly help.,emergency,
Excuse me Chest tightness is increasing rapidly,emergency,
Excuse me Emergency please the pain is too much I need help now.,emergency,
Excuse me Enakku swaasam varalai help pannga,emergency,
Excuse me Every breath is painful please come fast I need help now.,emergency,
Excuse me Everything is going black please do not delay.,emergency,
Excuse me Fever is not coming down despite medication someone come please,emergency,
Excuse me Haath pair mein feeling nahi aa rahi I would really appreciate it.,emergency,
Excuse me Half of my body feels numb please come,emergency,
Excuse me High grade fever with severe headache please come I need help now.,emergency,
Excuse me I almost fell out of the bed kindly help.,emergency,
Excuse me I am crying from the pain please come,emergency,
Excuse me I am feeling very woozy I think I will pass out,emergency,
Excuse me I am gasping for air please come,emergency,
Excuse me I am losing consciousness please help me please come,emergency,
Excuse me I am not going to make it please come now help me,emergency,
Excuse me I am struggling to breathe,emergency,
Excuse me I am too weak to stay conscious please help,emergency,
Excuse me I am vomiting and feeling extremely dehydrated at the earliest please.,emergency,
Excuse me I am vomiting and feeling extremely dehydrated it is very serious.,emergency,
Excuse me I broke out in hives and I am having trouble breathing,emergency,
Excuse me I can't breathe please help me,emergency,
Excuse me I can't get any air in I would really appreciate it.,emergency,
Excuse me I cannot control one side of my body,emergency,
Excuse me I cannot see clearly everything is blurry suddenly,emergency,
Excuse me I cannot stop throwing up please come please come quickly.,emergency,
Excuse me I collapsed trying to walk on my own it is very serious.,emergency,
Excuse me I coughed up blood just now please help.,emergency,
Excuse me I feel a squeezing pressure in my chest,emergency,
Excuse me I feel extremely hot and my temperature keeps rising,emergency,
Excuse me I feel extremely hot and my temperature keeps rising as soon as possible.,emergency,
Excuse me I feel like I will choke on my vomit please help,emergency,
Excuse me I feel like my bones are breaking from the pain,emergency,
Excuse me I feel my airway closing up after the injection is that possible?,emergency,
Excuse me I feel very dizzy I might fall it is very serious.,emergency,
Excuse me I fell down from the bed,emergency,
Excuse me I fell face first on the floor as soon as possible.,emergency,
Excuse me I fell off the wheelchair kindly help.,emergency,
Excuse me I fell sideways and my hip is in terrible pain please do not delay.,emergency,
Excuse me I fell sideways and my hip is in terrible pain someone come please,emergency,
Excuse me I fell while walking to the bathroom I would really appreciate it.,emergency,
Excuse me I had a grand mal seizure please check me,emergency,
Excuse me I had a grand mal seizure please check me kindly help.,emergency,
Excuse me I have high fever and seizure please come,emergency,
Excuse me I have high fever and seizure please come this is urgent.,emergency,
Excuse me I just fell in the bathroom as soon as possible.,emergency,
Excuse me I keep feeling faint every time I try to sit up please come,emergency,
Excuse me I see blood in my stool please come immediately,emergency,
Excuse me I slipped getting out of bed and cannot move,emergency,
Excuse me I slipped near the shower and hit my head,emergency,
Excuse me I think I am going into anaphylactic shock,emergency,
Excuse me I think I am having an allergic reaction thank you.,emergency,
Excuse me I think my heart is failing please come,emergency,
Excuse me My arm went limp suddenly I cannot lift it,emergency,
Excuse me My body is swelling up please help,emergency,
Excuse me My eyes rolled back and my body started shaking please come quickly.,emergency,
Excuse me My face feels frozen on one side,emergency,
Excuse me My heartbeat is very irregular and painful,emergency,
Excuse me My legs gave way and I fell kindly help.,emergency,
Excuse me My life support machine is beeping red alarm please come,emergency,
Excuse me My pain is a 10 out of 10 please help,emergency,
Excuse me My roommate has fainted please come immediately,emergency,
Excuse me My skin is covered in hives and I feel dizzy please come quickly.,emergency,
Excuse me My surgical wound has started bleeding heavily it is very serious.,emergency,
Excuse me My temperature has spiked to 104 please come please come,emergency,
Excuse me My vision has gone blurry all of a sudden please help,emergency,
Excuse me My whole body is trembling and I cannot control it,emergency,
Excuse me My whole body is trembling and I cannot control it this is urgent.,emergency,
Excuse me Post-surgery bleeding is very heavy please come can you help?,emergency,
Excuse me Seene mein bahut dard ho raha hai,emergency,
Excuse me Severe pain in my lower back I cannot move please come quickly.,emergency,
Excuse me Somebody help me please this is critical I need help now.,emergency,
Excuse me Something has gone wrong please send the doctor,emergency,
Excuse me Sudden dizziness and I almost collapsed please do not delay.,emergency,
Excuse me The heart monitor flatlined please check,emergency,
Excuse me The monitor alarm is beeping loudly please come,emergency,
Excuse me The pain after surgery has suddenly become extreme can you help?,emergency,
Excuse me The pain is making me scream please help please come,emergency,
Excuse me The pain is so severe I cannot handle it please help.,emergency,
Excuse me The patient in the next bed is having a fit I would really appreciate it.,emergency,
Excuse me The patient in the next bed is having a fit at the earliest please.,emergency,
Excuse me The patient next to me has dangerously high fever,emergency,
Excuse me The ventilator has stopped working please come,emergency,
Excuse me The ventilator tube has come out please help I would really appreciate it.,emergency,
Excuse me The ventilator tube has come out please help kindly help.,emergency,
Excuse me There is a stabbing pain in my heart area at the earliest please.,emergency,
Excuse me There is a stabbing pain in my heart area help me,emergency,
Excuse me There is internal bleeding I can feel it someone come please,emergency,
Excuse me Tremors have started again please come check,emergency,
Excuse me Tremors have started again please come check kindly help.,emergency,
Excuse me Ventilator pressure alarm please come immediately is that possible?,emergency,
Excuse me Violent vomiting after the medication please come is that possible?,emergency,
Excuse me Vomiting continuously since the last hour,emergency,
Extreme pain I need help right now,emergency,
Feeling very faint and weak suddenly,emergency,
Fever is not coming down despite medication,emergency,
Fever is not coming down despite medication is that possible?,emergency,
Fever spiked suddenly after the procedure,emergency,
Fever spiked suddenly after the procedure I need help now.,emergency,
Fever spiked suddenly after the procedure at the earliest please.,emergency,
Fever spiked suddenly after the procedure it is very serious.,emergency,
Fever with uncontrollable shivering please come,emergency,
Fever with uncontrollable shivering please come kindly help.,emergency,
Fever with uncontrollable shivering please come someone come please,emergency,
Haath pair mein feeling nahi aa rahi,emergency,
Haath pair mein feeling nahi aa rahi can you help?,emergency,
Haath pair mein feeling nahi aa rahi someone come please,emergency,
Half of my body feels numb please come kindly help.,emergency,
Heart attack aa help,emergency,
Heart is beating too fast I feel scared thank you.,emergency,
Heart pain very serious please come,emergency,
Heart pain very serious please come please hurry,emergency,
Heart pain very serious please come someone come please,emergency,
Hello Bachao bachao hospital mein koi hai is that possible?,emergency,
Hello Blood in my vomit this is serious it is very serious.,emergency,
Hello Chest pain is unbearable please help.,emergency,
Hello Chest pain very bad please come now help me,emergency,
Hello Chest pain very bad please come now is that possible?,emergency,
Hello Emergency please the pain is too much please help,emergency,
Hello Every time I lie down I cannot breathe,emergency,
Hello Everything is going black as soon as possible.,emergency,
Hello Fever is not coming down despite medication thank you.,emergency,
Hello Help me I am not able to breathe is that possible?,emergency,
Hello High grade fever with severe headache please come help me,emergency,
Hello High grade fever with severe headache please come please come quickly.,emergency,
Hello High grade fever with severe headache please come please help.,emergency,
Hello I am gasping for air please come please help.,emergency,
Hello I am hyperventilating and I cannot stop please do not delay.,emergency,
Hello I am in terrible pain and I am scared please come quickly.,emergency,
Hello I am not going to make it please come now thank you.,emergency,
Hello I am shivering with high fever please send someone,emergency,
Hello I am shivering with high fever please send someone I would really appreciate it.,emergency,
Hello I am too weak to stay conscious please help can you help?,emergency,
Hello I blacked out for a few seconds just now please help.,emergency,
Hello I broke out in hives and I am having trouble breathing please hurry,emergency,
Hello I collapsed trying to walk on my own please help,emergency,
Hello I coughed up blood just now it is very serious.,emergency,
Hello I feel a sudden severe headache,emergency,
Hello I feel anaphylaxis coming on please help me now,emergency,
Hello I feel anaphylaxis coming on please help me now please do not delay.,emergency,
Hello I feel extremely lightheaded I might pass out please come,emergency,
Hello I feel like I am about to faint again please help.,emergency,
Hello I feel like I am dying please help me please come,emergency,
Hello I feel like my throat is being squeezed shut,emergency,
Hello I feel my airway closing up after the injection,emergency,
Hello I feel paralyzed on one side this is urgent.,emergency,
Hello I feel unconscious please help thank you.,emergency,
Hello I feel weak on the right side of my body please hurry,emergency,
Hello I fell against the bedside table and hurt my ribs help me,emergency,
Hello I fell and I cannot feel my legs I need help now.,emergency,
Hello I fell and my arm might be broken,emergency,
Hello I fell while trying to use the commode is that possible?,emergency,
Hello I fell while trying to use the commode kindly help.,emergency,
Hello I have high fever with chills and body ache is that possible?,emergency,
Hello I keep drifting in and out of consciousness someone come please,emergency,
Hello I nearly fainted while walking please help I would really appreciate it.,emergency,
Hello I nearly fainted while walking please help this is urgent.,emergency,
Hello I need help immediately this is life threatening,emergency,
Hello I think I am having an allergic reaction,emergency,
Hello I threw up and there is blood in it,emergency,
Hello I threw up and there is blood in it I need help now.,emergency,
Hello I threw up and there is blood in it please help,emergency,
Hello I tried to get up and fell on the floor I would really appreciate it.,emergency,
Hello IV pump has malfunctioned and fluid is flowing too fast,emergency,
Hello Maarpu vali maarpu vali help,emergency,
Hello My BiPAP machine has stopped working help me,emergency,
Hello My IV has come out and it is bleeding I would really appreciate it.,emergency,
Hello My IV has come out and it is bleeding please help,emergency,
Hello My balance is gone I cannot walk straight I need help now.,emergency,
Hello My body is swelling up please help can you help?,emergency,
Hello My body just went into a convulsion as soon as possible.,emergency,
Hello My catheter is causing severe pain and there is blood thank you.,emergency,
Hello My chest feels like it is on fire help me,emergency,
Hello My chest feels like it is on fire please help.,emergency,
Hello My chest pain is getting worse with every breath as soon as possible.,emergency,
Hello My face feels frozen on one side at the earliest please.,emergency,
Hello My head is spinning and I cannot see straight someone come please,emergency,
Hello My heartbeat is very irregular and painful,emergency,
Hello My joint pain is so bad I cannot move at all,emergency,
Hello My life support machine is beeping red alarm,emergency,
Hello My lips are turning blue and swelling,emergency,
Hello My nose is blocked and I cannot breathe through my mouth I need help now.,emergency,
Hello My oxygen supply has been cut off help,emergency,
Hello My oxygen supply has been cut off help me,emergency,
Hello My skin is covered in hives and I feel dizzy help me,emergency,
Hello My temperature will not come down please help,emergency,
Hello My temperature will not come down please help I need help now.,emergency,
Hello My throat is closing I cannot get air please help,emergency,
Hello My vision has gone blurry all of a sudden please help,emergency,
Hello My vision is going dark I think I am fainting kindly help.,emergency,
Hello Oxygen level is dropping I feel very breathless please help.,emergency,
Hello Please come my breathing is very labored,emergency,
Hello Please hurry the pain is getting worse every second I would really appreciate it.,emergency,
Hello Romba vali irukku udhavi seyyungal please help,emergency,
Hello Severe rash and difficulty breathing after the drip started it is very serious.,emergency,
Hello Severe tightness in chest and I am sweating I need help now.,emergency,
Hello Something is terribly wrong with me please help thank you.,emergency,
Hello Sudden dizziness and I almost collapsed,emergency,
Hello Tez bukhar hai aur body kaamp rahi hai someone come please,emergency,
Hello The abdominal pain is tearing me apart,emergency,
Hello The dialysis machine has stopped please come urgently someone come please,emergency,
Hello The fever is making me hallucinate please help,emergency,
Hello The fever is making me hallucinate please help kindly help.,emergency,
Hello The infusion pump stopped and my medication is not going in please come,emergency,
Hello The oxygen concentrator is making a strange noise and stopped,emergency,
Hello The pain after surgery has suddenly become extreme kindly help.,emergency,
Hello The patient next to me has collapsed someone come please,emergency,
Hello The patient next to me has collapsed thank you.,emergency,
Hello The patient next to me has dangerously high fever please help.,emergency,
Hello The shaking will not stop please help me I would really appreciate it.,emergency,
Hello The ventilator tube has come out please help,emergency,
Hello Ventilator pressure alarm please come immediately is that possible?,emergency,
Hello Violent vomiting after the medication please come someone come please,emergency,
Hello Worst headache I have ever had suddenly please help.,emergency,
Help me I am not able to breathe,emergency,
Help me I am not able to breathe I need help now.,emergency,
Help me I am not able to breathe at the earliest please.,emergency,
Help me I am not able to breathe it is very serious.,emergency,
Help me I am not able to breathe please do not delay.,emergency,
Help me help me I am dying,emergency,
Help pannga enna aachu theriyalai,emergency,
Help pannga enna aachu theriyalai please do not delay.,emergency,
Hi Bachao bachao hospital mein koi hai,emergency,
Hi Bahut dard hai please koi aao,emergency,
Hi Blood is coming from my drain tube area,emergency,
Hi Breathing is getting harder and harder please come please come quickly.,emergency,
Hi Breathing problem la irukken help me,emergency,
Hi Breathing problem la irukken kindly help.,emergency,
Hi Cardiac pain please come immediately,emergency,
Hi Chest pain started suddenly while lying down,emergency,
Hi Convulsion ho gaya hai please jaldi aao,emergency,
Hi Critical emergency in room please respond it is very serious.,emergency,
Hi Double vision started suddenly please help,emergency,
Hi ECG monitor is showing flat line please come is that possible?,emergency,
Hi Everything is going black I would really appreciate it.,emergency,
Hi Everything went black for a moment please check,emergency,
Hi Everything went black for a moment please check as soon as possible.,emergency,
Hi Extreme pain I need help right now,emergency,
Hi Fever is not coming down despite medication I need help now.,emergency,
Hi Fever with uncontrollable shivering please come I need help now.,emergency,
Hi Fever with uncontrollable shivering please come as soon as possible.,emergency,
Hi Half of my body feels numb please come can you help?,emergency,
Hi Half of my body feels numb please come please help,emergency,
Hi Heart is beating too fast I feel scared please help.,emergency,
Hi Heavy bleeding from my arm,emergency,
Hi High fever and I am delirious please help,emergency,
Hi High fever and convulsions please come fast,emergency,
Hi High fever caused a fit please come immediately please hurry,emergency,
Hi I almost fell out of the bed,emergency,
Hi I am blacking out please help please do not delay.,emergency,
Hi I am dry heaving and cannot stop,emergency,
Hi I am dry heaving and cannot stop please come quickly.,emergency,
Hi I am feeling very woozy I think I will pass out please help,emergency,
Hi I am having a dizzy spell and I cannot stand thank you.,emergency,
Hi I am having a severe allergic reaction my throat feels tight,emergency,
Hi I am having palpitations and chest pain together please help,emergency,
Hi I am having trouble swallowing my throat is closing,emergency,
Hi I am in excruciating pain please help thank you.,emergency,
Hi I am in so much pain I cannot speak properly please come,emergency,
Hi I am losing a lot of blood please help,emergency,
Hi I am projectile vomiting and I feel terrible can you help?,emergency,
Hi I am shivering and shaking please help me,emergency,
Hi I am shivering with high fever please send someone,emergency,
Hi I am shivering with high fever please send someone is that possible?,emergency,
Hi I am shivering with high fever please send someone please hurry,emergency,
Hi I am too weak to stay conscious please help thank you.,emergency,
Hi I am turning blue I cannot breathe,emergency,
Hi I am vomiting and feeling extremely dehydrated is that possible?,emergency,
Hi I am vomiting and feeling extremely dehydrated someone come please,emergency,
Hi I am vomiting blood please come quickly it is very serious.,emergency,
Hi I bit my tongue during the shaking episode kindly help.,emergency,
Hi I blacked out for a few seconds just now at the earliest please.,emergency,
Hi I broke out in hives and I am having trouble breathing please help.,emergency,
Hi I can't get any air in,emergency,
Hi I cannot control one side of my body please help.,emergency,
Hi I cannot grip anything with my left hand,emergency,
Hi I cannot hold any water down please help me please do not delay.,emergency,
Hi I cannot inhale properly something is wrong can you help?,emergency,
Hi I cannot keep anything down and I feel very weak,emergency,
Hi I cannot move my left arm or leg someone come please,emergency,
Hi I cannot see clearly everything is blurry suddenly I need help now.,emergency,
Hi I cannot speak properly my words are jumbled this is urgent.,emergency,
Hi I cannot stop throwing up please come,emergency,
Hi I cannot stop throwing up please come thank you.,emergency,
Hi I cannot walk my leg is not responding kindly help.,emergency,
Hi I fainted and hit my head on the floor,emergency,
Hi I fainted and hit my head on the floor I need help now.,emergency,
Hi I feel a seizure coming on please help as soon as possible.,emergency,
Hi I feel a sudden severe headache,emergency,
Hi I feel disoriented and cannot remember where I am thank you.,emergency,
Hi I feel extremely hot and my temperature keeps rising is that possible?,emergency,
Hi I feel extremely lightheaded I might pass out I would really appreciate it.,emergency,
Hi I feel extremely lightheaded I might pass out please hurry,emergency,
Hi I feel like I am about to faint again,emergency,
Hi I feel like I am going to faint can you help?,emergency,
Hi I feel like I will choke on my vomit please help,emergency,
Hi I feel like I will choke on my vomit please help is that possible?,emergency,
Hi I feel like my lungs are being crushed thank you.,emergency,
Hi I feel like the room is spinning and I might collapse it is very serious.,emergency,
Hi I feel my airway closing up after the injection can you help?,emergency,
Hi I feel my heart is going to explode please do not delay.,emergency,
Hi I feel suffocated please someone come,emergency,
Hi I feel suffocated please someone come is that possible?,emergency,
Hi I fell and my arm might be broken,emergency,
Hi I fell and my arm might be broken please help.,emergency,
