text,intent,Unnamed: 2
Actually I am being discharged I want to thank everyone,general_conversation,
Actually I am being discharged I want to thank everyone please,general_conversation,
Actually I am being discharged and I just wanted to thank everyone just letting you know.,general_conversation,
Actually I am bored can someone talk to me,general_conversation,
Actually I am coping well today,general_conversation,
Actually I am counting the days until discharge,general_conversation,
Actually I am counting the days until discharge kindly help.,general_conversation,
Actually I am excited but also a little nervous about going home,general_conversation,
Actually I am feeling a little bored here,general_conversation,
Actually I am feeling better emotionally today can you help?,general_conversation,
Actually I am feeling much better today than yesterday,general_conversation,
Actually I am feeling very sleepy,general_conversation,
Actually I am feeling very sleepy I would really appreciate it.,general_conversation,
Actually I am going crazy just lying here,general_conversation,
Actually I am going to sleep now good night thank you,general_conversation,
Actually I am grateful for the round the clock care,general_conversation,
Actually I am just checking in to say I am fine,general_conversation,
Actually I am nervous about managing at home without the nurses at the earliest please.,general_conversation,
Actually I am nervous about managing at home without the nurses thank you so much,general_conversation,
Actually I am nervous about managing at home without the nurses that is all.,general_conversation,
Actually I am nervous about the surgery thank you,general_conversation,
Actually I am worried about the test results,general_conversation,
Actually I can hear better today after the treatment,general_conversation,
Actually I cannot wait to sleep in my own bed,general_conversation,
Actually I cannot wait to sleep in my own bed at the earliest please.,general_conversation,
Actually I could not sleep at all last night,general_conversation,
Actually I could not sleep at all last night just letting you know.,general_conversation,
Actually I cried a little today I miss home I would really appreciate it.,general_conversation,
Actually I did not need oxygen support today,general_conversation,
Actually I do not need anything right now just checking,general_conversation,
Actually I enjoy chatting with CareMate,general_conversation,
Actually I feel comforted by praying thank you,general_conversation,
Actually I feel grateful but also ready to leave just letting you know.,general_conversation,
Actually I feel lighter and more energetic today,general_conversation,
Actually I feel lighter and more energetic today thank you,general_conversation,
Actually I feel like my requests are taking too long,general_conversation,
Actually I feel more hopeful about my recovery now can you help?,general_conversation,
Actually I feel much better after the treatment today at the earliest please.,general_conversation,
Actually I feel spiritually at peace today I would really appreciate it.,general_conversation,
Actually I feel trapped in this bed all day,general_conversation,
Actually I feel trapped in this bed all day please,general_conversation,
Actually I feel very safe and comfortable here,general_conversation,
Actually I feel very safe and comfortable here is that possible?,general_conversation,
Actually I felt a little ignored earlier but it is okay now kindly help.,general_conversation,
Actually I finally got some rest this afternoon,general_conversation,
Actually I finally got some rest this afternoon this is urgent.,general_conversation,
Actually I forgot what I was going to say can you help?,general_conversation,
Actually I forgot what I was going to say thank you so much,general_conversation,
Actually I had a dream and woke up startled I would really appreciate it.,general_conversation,
Actually I had a dream and woke up startled can you help?,general_conversation,
Actually I had a good bowel movement today,general_conversation,
Actually I had a good bowel movement today is that possible?,general_conversation,
Actually I had a nightmare and woke up scared is that possible?,general_conversation,
Actually I had a nightmare and woke up scared please,general_conversation,
Actually I had a nightmare and woke up scared this is urgent.,general_conversation,
Actually I had a nightmare last night,general_conversation,
Actually I had a panic attack in the night but I am okay now I would really appreciate it.,general_conversation,
Actually I had to press the call bell three times before someone came,general_conversation,
Actually I had to press the call bell three times before someone came please,general_conversation,
Actually I had trouble falling asleep because of the pain thank you so much,general_conversation,
Actually I have been counting tiles on the ceiling thank you,general_conversation,
Actually I have been counting tiles on the ceiling thank you so much,general_conversation,
Actually I have been staring at the ceiling all day thank you so much,general_conversation,
Actually I like talking to you CareMate,general_conversation,
Actually I need some entertainment suggestions,general_conversation,
Actually I noticed the hospital has a new wing can you help?,general_conversation,
Actually I noticed they changed the flowers in the vase,general_conversation,
Actually I noticed they repainted the walls recently,general_conversation,
Actually I noticed they repainted the walls recently kindly help.,general_conversation,
Actually I pressed the button by mistake sorry,general_conversation,
Actually I saw a cat in the hospital garden today,general_conversation,
Actually I saw a cat in the hospital garden today at the earliest please.,general_conversation,
Actually I saw a rainbow outside today I would really appreciate it.,general_conversation,
Actually I saw a rainbow outside today please,general_conversation,
Actually I slept for only two hours,general_conversation,
Actually I slept for only two hours is that possible?,general_conversation,
Actually I spoke to my family and I feel better,general_conversation,
Actually I think I was dreaming I heard someone call me,general_conversation,
Actually I thought I heard a noise but it is nothing I would really appreciate it.,general_conversation,
Actually I thought of something but forgot,general_conversation,
Actually I thought of something but forgot is that possible?,general_conversation,
Actually I thought of something but forgot thank you so much,general_conversation,
Actually I took a few steps with the walker today at the earliest please.,general_conversation,
Actually I took a few steps with the walker today can you help?,general_conversation,
Actually I usually sleep at 10 PM can the lights go off by then is that possible?,general_conversation,
Actually I want to call my daughter can I use the phone just letting you know.,general_conversation,
Actually I want to meditate for a while please do not disturb thank you,general_conversation,
Actually I want to meditate for a while please do not disturb this is urgent.,general_conversation,
Actually I want to observe my fast but I am not sure if I can,general_conversation,
Actually I want to observe my fast but I am not sure if I can please,general_conversation,
Actually I want to observe my fast but I am not sure if I can thank you so much,general_conversation,
Actually I want to pray can I have a few undisturbed minutes,general_conversation,
Actually I want to read my holy book can someone bring it just letting you know.,general_conversation,
Actually I want to write a thank you note for the team kindly help.,general_conversation,
Actually I was able to eat solid food today for the first time at the earliest please.,general_conversation,
Actually I was just mumbling to myself can you help?,general_conversation,
Actually I will miss CareMate when I go home,general_conversation,
Actually I will miss CareMate when I go home just letting you know.,general_conversation,
Actually I will miss CareMate when I go home that is all.,general_conversation,
Actually I will miss the nurses when I leave is that possible?,general_conversation,
Actually I wish I could go for a walk outside is that possible?,general_conversation,
Actually I wish there were more channels on the TV thank you so much,general_conversation,
Actually I woke up feeling refreshed today,general_conversation,
Actually I woke up feeling refreshed today this is urgent.,general_conversation,
Actually I woke up in the middle of the night and could not go back to sleep thank you,general_conversation,
Actually I would like to do my morning prayers,general_conversation,
Actually I would like to do my morning prayers can you help?,general_conversation,
Actually I would like to do my morning prayers thank you so much,general_conversation,
Actually Ignore that last call I am fine,general_conversation,
Actually Ignore that last call I am fine thank you,general_conversation,
Actually Is CareMate always available at night too,general_conversation,
Actually Is CareMate connected to the nurses station this is urgent.,general_conversation,
Actually Is there a Sunday service I can attend from my room at the earliest please.,general_conversation,
Actually Is there a chapel or prayer room in the hospital,general_conversation,
Actually Is there a library or book cart in the hospital this is urgent.,general_conversation,
Actually Is there a park nearby I can see trees from here just letting you know.,general_conversation,
Actually Is there a phone I can use to call my family thank you so much,general_conversation,
Actually Is there a priest or imam who visits the hospital just letting you know.,general_conversation,
Actually Is there a priest or imam who visits the hospital thank you,general_conversation,
Actually Is there a real person behind CareMate please,general_conversation,
Actually Is there a temple or mosque near the hospital,general_conversation,
Actually Is there an interfaith prayer room here,general_conversation,
Actually Is there any activity or game I can do kindly help.,general_conversation,
Actually Is there anything to do here,general_conversation,
Actually Is there anything to do here at the earliest please.,general_conversation,
Actually Is there anything to do here that is all.,general_conversation,
Actually Is there something to do here I am bored thank you so much,general_conversation,
Actually It looks like it will rain today,general_conversation,
Actually It looks like it will rain today at the earliest please.,general_conversation,
Actually Just giving feedback the bathroom smell is not great just letting you know.,general_conversation,
Actually Just wanted to say everyone has been very nice that is all.,general_conversation,
Actually Leaving the hospital feels bittersweet,general_conversation,
Actually My appetite is coming back slowly,general_conversation,
Actually My blood pressure seems more stable today that is all.,general_conversation,
Actually My breathing feels easier today,general_conversation,
Actually My children made me a card can someone bring it in,general_conversation,
Actually My church group wants to visit is there a limit,general_conversation,
Actually My colleague sent flowers can someone bring them in,general_conversation,
Actually My cousin is here from abroad can he come in can you help?,general_conversation,
Actually My daughter called she wants to know how I am doing please,general_conversation,
Actually My daughter called she wants to know how I am doing thank you so much,general_conversation,
Actually My discharge is today I feel relieved,general_conversation,
Actually My family wants to bring home-cooked food is that okay,general_conversation,
Actually My fever has come down I feel better please,general_conversation,
Actually My grandchildren want to visit is that okay this is urgent.,general_conversation,
Actually My husband is coming can you let him in I would really appreciate it.,general_conversation,
Actually My incision looks cleaner today,general_conversation,
Actually My mind went blank for a moment,general_conversation,
Actually My mother is elderly can she sit in a comfortable chair,general_conversation,
Actually My sister is here where should she wait just letting you know.,general_conversation,
Actually My sister is here where should she wait kindly help.,general_conversation,
Actually My sister is here where should she wait please,general_conversation,
Actually My wife is waiting outside can she visit now,general_conversation,
Actually My wife is waiting outside can she visit now thank you,general_conversation,
Actually Never mind I figured it out myself that is all.,general_conversation,
Actually No worries I sorted it out myself,general_conversation,
Actually No worries I sorted it out myself thank you so much,general_conversation,
Actually Oh I thought the nurse was here,general_conversation,
Actually Oh I thought the nurse was here I would really appreciate it.,general_conversation,
Actually Oh wait I remember now no it is gone,general_conversation,
Actually Okay thank you goodbye,general_conversation,
Actually Okay thank you goodbye this is urgent.,general_conversation,
Actually Shubh ratri,general_conversation,
Actually Shubh ratri thank you,general_conversation,
Actually Sorry I did not mean to press the button,general_conversation,
Actually Sorry I did not mean to press the button this is urgent.,general_conversation,
Actually Sorry wrong button,general_conversation,
Actually Sorry wrong button kindly help.,general_conversation,
Actually Thank you all I am heading home now can you help?,general_conversation,
Actually Thank you for making my stay comfortable please,general_conversation,
Actually Thank you for sending the nurse quickly this is urgent.,general_conversation,
Actually Thank you for the quick response to my call,general_conversation,
Actually Thank you so much for your help,general_conversation,
Actually Thanks for everything,general_conversation,
Actually That is all I needed thanks,general_conversation,
Actually The TV channels are limited can you add more at the earliest please.,general_conversation,
Actually The admission process was quick and efficient,general_conversation,
Actually The air conditioning is at a perfect temperature can you help?,general_conversation,
Actually The ambulance siren sounds close can you help?,general_conversation,
Actually The bathroom is very clean and well maintained kindly help.,general_conversation,
Actually The bed is very comfortable thank you,general_conversation,
Actually The blanket has a slight smell is that possible?,general_conversation,
Actually The blanket has a slight smell thank you,general_conversation,
Actually The corridor is always so clean,general_conversation,
Actually The corridor is always so clean can you help?,general_conversation,
Actually The doctor explained everything so well,general_conversation,
Actually The elevator music is pleasant,general_conversation,
Actually The food quality is very good here this is urgent.,general_conversation,
Actually The food was very good today thank you,general_conversation,
Actually The food was very good today thank you please,general_conversation,
Actually The garden downstairs looks peaceful,general_conversation,
Actually The hallway is a bit too noisy during the day please,general_conversation,
Actually The hospital corridor is always busy,general_conversation,
Actually The hospital corridor is always busy thank you so much,general_conversation,
Actually The hospital garden looks beautiful kindly help.,general_conversation,
Actually The hospital garden looks beautiful thank you so much,general_conversation,
Actually The hospital wifi is quite fast,general_conversation,
Actually The hospital wifi is quite fast kindly help.,general_conversation,
Actually The mattress makes it hard to sleep that is all.,general_conversation,
Actually The medication seems to be working well this is urgent.,general_conversation,
Actually The monsoon rain sounds nice from in here,general_conversation,
Actually The moon is very bright tonight,general_conversation,
Actually The night staff could be a bit more responsive,general_conversation,
Actually The noise in the corridor at night is disturbing,general_conversation,
Actually The noise in the corridor at night is disturbing thank you,general_conversation,
Actually The nurse was a little rude please note,general_conversation,
Actually The nurses went above and beyond for me,general_conversation,
Actually The staff here is very professional that is all.,general_conversation,
Actually The sunset today was gorgeous that is all.,general_conversation,
Actually The sunset today was gorgeous this is urgent.,general_conversation,
Actually The toilet flush sound is very loud,general_conversation,
Actually The trees outside my window are swaying thank you so much,general_conversation,
Actually The waiting area is comfortable for visitors thank you,general_conversation,
Actually The ward could use some air freshener that is all.,general_conversation,
Actually The ward staff is very efficient,general_conversation,
Actually There are so many doctors in this hospital at the earliest please.,general_conversation,
Actually There is a mosquito problem in my room,general_conversation,
Actually There is a mosquito problem in my room I would really appreciate it.,general_conversation,
Actually There is a mosquito problem in my room this is urgent.,general_conversation,
Actually There is a nice painting on the wall opposite my bed,general_conversation,
Actually There is a nice painting on the wall opposite my bed this is urgent.,general_conversation,
Actually This hospital is very clean I am impressed,general_conversation,
Actually Time is passing so slowly here thank you,general_conversation,
Actually Very good hospital I will recommend to others thank you,general_conversation,
Actually What floor is the cafeteria on,general_conversation,
Actually What is the name of the doctor on duty tonight,general_conversation,
Actually What language does CareMate understand,general_conversation,
Actually When can my kids come to see me,general_conversation,
Alright I am going to rest now,general_conversation,
Alright I am going to rest now is that possible?,general_conversation,
Alright I am going to rest now that is all.,general_conversation,
Alvida I am going home now,general_conversation,
Alvida I am going home now please,general_conversation,
Alvida I am going home now thank you,general_conversation,
Are there any books available to borrow I would really appreciate it.,general_conversation,
Are there any books available to borrow thank you so much,general_conversation,
Are there any books available to borrow that is all.,general_conversation,
Are you a robot or a human,general_conversation,
Are you a robot or a human just letting you know.,general_conversation,
Being here away from my kids is hard,general_conversation,
Being here away from my kids is hard can you help?,general_conversation,
Being here away from my kids is hard is that possible?,general_conversation,
Being in the hospital is very boring,general_conversation,
Being in the hospital is very boring I would really appreciate it.,general_conversation,
Being in the hospital is very boring at the earliest please.,general_conversation,
Being in the hospital is very boring just letting you know.,general_conversation,
Bye bye and thank you all just letting you know.,general_conversation,
Bye bye and thank you all that is all.,general_conversation,
Can CareMate call the nurse for me,general_conversation,
Can CareMate call the nurse for me can you help?,general_conversation,
Can CareMate call the nurse for me that is all.,general_conversation,
Can CareMate call the nurse for me this is urgent.,general_conversation,
Can CareMate help me track my medications,general_conversation,
Can CareMate help me track my medications can you help?,general_conversation,
Can CareMate help me track my medications just letting you know.,general_conversation,
Can CareMate play music for me,general_conversation,
Can CareMate play music for me thank you,general_conversation,
Can CareMate play music for me thank you so much,general_conversation,
Can CareMate remind me to take medicine,general_conversation,
Can CareMate remind me to take medicine just letting you know.,general_conversation,
Can CareMate remind me to take medicine please,general_conversation,
Can CareMate tell me a joke,general_conversation,
Can CareMate tell me a joke I would really appreciate it.,general_conversation,
Can I ask CareMate anything,general_conversation,
Can I ask CareMate anything just letting you know.,general_conversation,
Can I ask CareMate anything this is urgent.,general_conversation,
Can I color or draw I need something to do,general_conversation,
Can I color or draw I need something to do thank you so much,general_conversation,
Can I do some stretching exercises in bed,general_conversation,
Can I do some stretching exercises in bed at the earliest please.,general_conversation,
Can I do some stretching exercises in bed just letting you know.,general_conversation,
Can I do some stretching exercises in bed this is urgent.,general_conversation,
Can I get a newspaper to read,general_conversation,
Can I get a newspaper to read just letting you know.,general_conversation,
Can I get a newspaper to read kindly help.,general_conversation,
Can I get a newspaper to read thank you so much,general_conversation,
Can I go for a small walk in the corridor just letting you know.,general_conversation,
Can I go for a small walk in the corridor please,general_conversation,
Can I go for a small walk in the corridor thank you so much,general_conversation,
Can I have something to read,general_conversation,
Can I have something to read at the earliest please.,general_conversation,
Can I have something to read just letting you know.,general_conversation,
Can I have something to read thank you so much,general_conversation,
Can I light a small lamp for my prayers,general_conversation,
Can I light a small lamp for my prayers is that possible?,general_conversation,
Can I light a small lamp for my prayers please,general_conversation,
Can I light a small lamp for my prayers that is all.,general_conversation,
Can I listen to podcasts on the hospital wifi,general_conversation,
Can I listen to podcasts on the hospital wifi can you help?,general_conversation,
Can I listen to podcasts on the hospital wifi just letting you know.,general_conversation,
Can I listen to podcasts on the hospital wifi kindly help.,general_conversation,
Can I listen to podcasts on the hospital wifi please,general_conversation,
Can I listen to podcasts on the hospital wifi that is all.,general_conversation,
Can I listen to some music while resting,general_conversation,
Can I listen to some music while resting just letting you know.,general_conversation,
Can I listen to some music while resting that is all.,general_conversation,
Can I step out to the balcony for fresh air,general_conversation,
Can I talk to CareMate anytime,general_conversation,
Can I talk to CareMate anytime I would really appreciate it.,general_conversation,
Can I talk to CareMate anytime at the earliest please.,general_conversation,
Can I talk to CareMate anytime please,general_conversation,
Can I talk to CareMate anytime thank you,general_conversation,
Can I talk to CareMate anytime thank you so much,general_conversation,
Can I use my mobile phone here,general_conversation,
Can I use my mobile phone here thank you,general_conversation,
Can I watch TV is the TV time over,general_conversation,
Can I watch TV is the TV time over kindly help.,general_conversation,
Can a chaplain come and visit me,general_conversation,
Can a chaplain come and visit me is that possible?,general_conversation,
Can a chaplain come and visit me thank you,general_conversation,
Can my brother stay overnight with me,general_conversation,
Can my brother stay overnight with me can you help?,general_conversation,
Can my brother stay overnight with me thank you,general_conversation,
Can my brother stay overnight with me that is all.,general_conversation,
Can my caretaker come in during non-visiting hours,general_conversation,
Can my caretaker come in during non-visiting hours I would really appreciate it.,general_conversation,
Can my caretaker come in during non-visiting hours can you help?,general_conversation,
Can my caretaker come in during non-visiting hours just letting you know.,general_conversation,
Can my children come during visiting hours,general_conversation,
Can my children come during visiting hours please,general_conversation,
Can my family bring my clothes from home just letting you know.,general_conversation,
Can my family bring my clothes from home this is urgent.,general_conversation,
Can my neighbor who is also admitted come visit me I would really appreciate it.,general_conversation,
Can my neighbor who is also admitted come visit me is that possible?,general_conversation,
Can my neighbor who is also admitted come visit me this is urgent.,general_conversation,
Can my spouse stay with me tonight,general_conversation,
Can my spouse stay with me tonight please,general_conversation,
Can my spouse stay with me tonight thank you,general_conversation,
Can my wife use the restroom on this floor,general_conversation,
Can my wife use the restroom on this floor is that possible?,general_conversation,
Can my wife use the restroom on this floor kindly help.,general_conversation,
Can my wife use the restroom on this floor thank you,general_conversation,
Can my wife use the restroom on this floor thank you so much,general_conversation,
Can my wife use the restroom on this floor this is urgent.,general_conversation,
Can someone bring me a sudoku book,general_conversation,
Can someone bring me a sudoku book thank you,general_conversation,
Can someone bring me a sudoku book that is all.,general_conversation,
Can someone bring my prayer beads from my bag,general_conversation,
Can someone bring my prayer beads from my bag at the earliest please.,general_conversation,
Can someone bring my prayer beads from my bag is that possible?,general_conversation,
Can someone bring my prayer beads from my bag just letting you know.,general_conversation,
Can someone bring my prayer beads from my bag thank you,general_conversation,
Can someone bring my prayer beads from my bag thank you so much,general_conversation,
Can someone bring my prayer beads from my bag that is all.,general_conversation,
Can someone bring the rosary from my drawer,general_conversation,
Can someone bring the rosary from my drawer at the earliest please.,general_conversation,
Can someone bring the rosary from my drawer can you help?,general_conversation,
Can someone bring the rosary from my drawer is that possible?,general_conversation,
Can someone bring the rosary from my drawer just letting you know.,general_conversation,
Can someone bring the rosary from my drawer please,general_conversation,
Can someone face my bed towards the east for prayer,general_conversation,
Can someone face my bed towards the east for prayer I would really appreciate it.,general_conversation,
Can someone face my bed towards the east for prayer at the earliest please.,general_conversation,
Can someone face my bed towards the east for prayer can you help?,general_conversation,
Can someone face my bed towards the east for prayer kindly help.,general_conversation,
Can someone face my bed towards the east for prayer thank you so much,general_conversation,
Can someone help me set up my prayer mat,general_conversation,
Can someone help me set up my prayer mat I would really appreciate it.,general_conversation,
Can someone help me set up my prayer mat just letting you know.,general_conversation,
Can someone help me set up my prayer mat kindly help.,general_conversation,
Can someone help me set up my prayer mat this is urgent.,general_conversation,
Can someone play some music in the room,general_conversation,
Can someone play some music in the room can you help?,general_conversation,
Can someone play some music in the room is that possible?,general_conversation,
Can someone play some music in the room just letting you know.,general_conversation,
Can someone play some music in the room thank you so much,general_conversation,
Can someone tell my family I am doing well,general_conversation,
Can someone tell my family I am doing well just letting you know.,general_conversation,
Can someone tell my family I am doing well kindly help.,general_conversation,
Can someone tell my family I am doing well this is urgent.,general_conversation,
Can the lights be turned off I want to sleep,general_conversation,
Can the lights be turned off I want to sleep that is all.,general_conversation,
Can you hear me? Are there any books available to borrow kindly help.,general_conversation,
Can you hear me? Being here away from my kids is hard please,general_conversation,
Can you hear me? Being in the hospital is very boring this is urgent.,general_conversation,
Can you hear me? Bye bye and thank you all this is urgent.,general_conversation,
Can you hear me? Can CareMate call the nurse for me,general_conversation,
Can you hear me? Can CareMate play music for me,general_conversation,
Can you hear me? Can CareMate tell me a joke,general_conversation,
Can you hear me? Can I get a newspaper to read just letting you know.,general_conversation,
Can you hear me? Can I have something to read,general_conversation,
Can you hear me? Can I have something to read that is all.,general_conversation,
Can you hear me? Can I light a small lamp for my prayers,general_conversation,
Can you hear me? Can I light a small lamp for my prayers please,general_conversation,
Can you hear me? Can I listen to podcasts on the hospital wifi this is urgent.,general_conversation,
Can you hear me? Can I listen to some music while resting kindly help.,general_conversation,
Can you hear me? Can I talk to CareMate anytime,general_conversation,
Can you hear me? Can I watch TV is the TV time over,general_conversation,
Can you hear me? Can a chaplain come and visit me,general_conversation,
Can you hear me? Can my caretaker come in during non-visiting hours,general_conversation,
Can you hear me? Can my caretaker come in during non-visiting hours is that possible?,general_conversation,
Can you hear me? Can my children come during visiting hours,general_conversation,
Can you hear me? Can my family bring food from outside,general_conversation,
Can you hear me? Can my family bring my clothes from home,general_conversation,
Can you hear me? Can my family bring my clothes from home thank you so much,general_conversation,
Can you hear me? Can my spouse stay with me tonight this is urgent.,general_conversation,
Can you hear me? Can someone bring the rosary from my drawer please,general_conversation,
Can you hear me? Can someone face my bed towards the east for prayer,general_conversation,
Can you hear me? Can someone help me set up my prayer mat thank you,general_conversation,
Can you hear me? Can someone help me set up my prayer mat that is all.,general_conversation,
Can you hear me? Can someone tell my family I am doing well,general_conversation,
Can you hear me? Cancel my previous request I do not need it,general_conversation,
Can you hear me? Cancel my previous request I do not need it I would really appreciate it.,general_conversation,
Can you hear me? False alarm sorry I am fine,general_conversation,
Can you hear me? Finally going home I am so happy,general_conversation,
Can you hear me? Going home today fingers crossed for a smooth recovery,general_conversation,
Can you hear me? Going home today fingers crossed for a smooth recovery thank you,general_conversation,
Can you hear me? Going home today fingers crossed for a smooth recovery that is all.,general_conversation,
Can you hear me? Good evening how are you can you help?,general_conversation,
Can you hear me? Goodbye I am leaving the hospital today,general_conversation,
Can you hear me? Hello can anyone hear me,general_conversation,
Can you hear me? How do I change the TV channel that is all.,general_conversation,
Can you hear me? How do I use the call bell,general_conversation,
Can you hear me? How many more days will I be here,general_conversation,
Can you hear me? How many visitors can I have at once,general_conversation,
Can you hear me? How smart is CareMate at the earliest please.,general_conversation,
Can you hear me? I am a little anxious about tomorrow's procedure,general_conversation,
Can you hear me? I am a little anxious about tomorrow's procedure thank you,general_conversation,
Can you hear me? I am being discharged and I just wanted to thank everyone,general_conversation,
Can you hear me? I am counting the days until discharge is that possible?,general_conversation,
Can you hear me? I am excited but also a little nervous about going home,general_conversation,
Can you hear me? I am feeling a little bored here thank you so much,general_conversation,
Can you hear me? I am feeling a little lonely today,general_conversation,
Can you hear me? I am feeling better emotionally today,general_conversation,
Can you hear me? I am feeling more positive today,general_conversation,
Can you hear me? I am feeling very sleepy,general_conversation,
Can you hear me? I am getting restless being here so long kindly help.,general_conversation,
Can you hear me? I am going to sleep now good night,general_conversation,
Can you hear me? I am going to sleep now good night I would really appreciate it.,general_conversation,
Can you hear me? I am grateful for the round the clock care,general_conversation,
Can you hear me? I am happy with the treatment I am receiving can you help?,general_conversation,
Can you hear me? I am happy with the treatment I am receiving that is all.,general_conversation,
Can you hear me? I am just checking in to say I am fine,general_conversation,
Can you hear me? I am just humming to myself,general_conversation,
Can you hear me? I am packing my things I am going home,general_conversation,
Can you hear me? I am so bored in this room this is urgent.,general_conversation,
Can you hear me? I am so excited to go home today,general_conversation,
Can you hear me? I am so excited to go home today kindly help.,general_conversation,
Can you hear me? I am so excited to go home today this is urgent.,general_conversation,
Can you hear me? I am tired of being in bed all the time kindly help.,general_conversation,
Can you hear me? I am worried about the test results I would really appreciate it.,general_conversation,
Can you hear me? I appreciate the prompt service,general_conversation,
Can you hear me? I appreciate the prompt service just letting you know.,general_conversation,
Can you hear me? I can hear better today after the treatment,general_conversation,
Can you hear me? I can hear better today after the treatment thank you,general_conversation,
Can you hear me? I can hear birds outside my window,general_conversation,
Can you hear me? I cannot remember why I called can you help?,general_conversation,
Can you hear me? I could not sleep at all last night,general_conversation,
Can you hear me? I could not sleep at all last night at the earliest please.,general_conversation,
Can you hear me? I could sleep without pain medication last night,general_conversation,
Can you hear me? I cried a little today I miss home I would really appreciate it.,general_conversation,
Can you hear me? I did not need oxygen support today I would really appreciate it.,general_conversation,
Can you hear me? I enjoy chatting with CareMate,general_conversation,
Can you hear me? I feel homesick I want to go home,general_conversation,
Can you hear me? I feel isolated being in this room all day that is all.,general_conversation,
Can you hear me? I feel less anxious today thank you,general_conversation,
Can you hear me? I feel spiritually at peace today,general_conversation,
Can you hear me? I feel spiritually at peace today is that possible?,general_conversation,
Can you hear me? I feel stronger today than yesterday,general_conversation,
Can you hear me? I feel trapped in this bed all day,general_conversation,
Can you hear me? I feel well enough to read a book today please,general_conversation,
Can you hear me? I finally got some rest this afternoon,general_conversation,
Can you hear me? I had a dream and woke up startled,general_conversation,
Can you hear me? I had a good sleep last night at the earliest please.,general_conversation,
Can you hear me? I had a nightmare and woke up scared,general_conversation,
Can you hear me? I had to press the call bell three times before someone came please,general_conversation,
Can you hear me? I have been counting tiles on the ceiling thank you,general_conversation,
Can you hear me? I hope I do not have to come back here again,general_conversation,
Can you hear me? I hope I do not have to come back here again that is all.,general_conversation,
Can you hear me? I just woke up good morning,general_conversation,
Can you hear me? I just woke up good morning thank you,general_conversation,
Can you hear me? I managed to walk a few steps today,general_conversation,
Can you hear me? I need complete silence to sleep please,general_conversation,
Can you hear me? I need complete silence to sleep please just letting you know.,general_conversation,
Can you hear me? I need some entertainment suggestions,general_conversation,
Can you hear me? I need some entertainment suggestions just letting you know.,general_conversation,
Can you hear me? I pressed the button by mistake sorry please,general_conversation,
Can you hear me? I really appreciate the care I am getting,general_conversation,
Can you hear me? I really appreciate the care I am getting please,general_conversation,
Can you hear me? I really appreciate the emotional support from the staff I would really appreciate it.,general_conversation,
Can you hear me? I saw a cat in the hospital garden today thank you,general_conversation,
Can you hear me? I slept for only two hours is that possible?,general_conversation,
Can you hear me? I slept for only two hours just letting you know.,general_conversation,
Can you hear me? I thought of something but forgot,general_conversation,
Can you hear me? I usually sleep at 10 PM can the lights go off by then thank you,general_conversation,
Can you hear me? I want to commend the housekeeping staff,general_conversation,
Can you hear me? I want to commend the housekeeping staff at the earliest please.,general_conversation,
Can you hear me? I want to meditate for a while please do not disturb is that possible?,general_conversation,
Can you hear me? I want to pray can I have a few undisturbed minutes just letting you know.,general_conversation,
Can you hear me? I want to read my holy book can someone bring it this is urgent.,general_conversation,
Can you hear me? I want to say goodbye I am going home today thank you,general_conversation,
Can you hear me? I want to say thank you before I leave can you help?,general_conversation,
Can you hear me? I was able to sit up without assistance please,general_conversation,
Can you hear me? I was dreaming and pressed the button sorry is that possible?,general_conversation,
Can you hear me? I was just mumbling to myself is that possible?,general_conversation,
Can you hear me? I was just thinking out loud,general_conversation,
Can you hear me? I was trying to adjust my pillow and hit the call button please,general_conversation,
Can you hear me? I will miss CareMate when I go home kindly help.,general_conversation,
Can you hear me? I will miss the nurses when I leave,general_conversation,
Can you hear me? I will miss the nurses when I leave can you help?,general_conversation,
Can you hear me? I will recommend this hospital to everyone I know,general_conversation,
Can you hear me? I will recommend this hospital to everyone I know can you help?,general_conversation,
Can you hear me? I will recommend this hospital to everyone I know just letting you know.,general_conversation,
Can you hear me? I will remember the kindness of the staff,general_conversation,
Can you hear me? I wish I could go for a walk outside,general_conversation,
Can you hear me? I wish I could go to the hospital garden,general_conversation,
Can you hear me? I woke up feeling refreshed today at the earliest please.,general_conversation,
Can you hear me? I woke up feeling refreshed today please,general_conversation,
Can you hear me? I woke up in the middle of the night and could not go back to sleep,general_conversation,
Can you hear me? I would like to do my evening prayer quietly,general_conversation,
Can you hear me? I would like to do my evening prayer quietly I would really appreciate it.,general_conversation,
Can you hear me? I would like to do my evening prayer quietly at the earliest please.,general_conversation,
Can you hear me? I would like to do my evening prayer quietly kindly help.,general_conversation,
Can you hear me? I would like to do my morning prayers,general_conversation,
Can you hear me? Ignore that last call I am fine,general_conversation,
Can you hear me? Is CareMate connected to the nurses station at the earliest please.,general_conversation,
Can you hear me? Is CareMate recording what I say please,general_conversation,
Can you hear me? Is it raining outside today,general_conversation,
Can you hear me? Is there a Sunday service I can attend from my room thank you,general_conversation,
Can you hear me? Is there a chapel or prayer room in the hospital,general_conversation,
Can you hear me? Is there a chapel or prayer room in the hospital is that possible?,general_conversation,
Can you hear me? Is there a common area where I can sit with my family just letting you know.,general_conversation,
Can you hear me? Is there a library or book cart in the hospital,general_conversation,
Can you hear me? Is there a library or book cart in the hospital that is all.,general_conversation,
